"index","news","date"
35,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
35,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
35,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
35,"Nigeria’s intra-African trade dips 12% to N842.6bn in Q1’23","
June30,2023"
35,"Port decongestion: NPA commence over time cargo evacuation","
June29,2023"
35,"Stanbic IBTC Nominees named 2023 best sub-custodian bank","
June29,2023"
35,"Sterling Bank, SMEDAN to create Nigeria’s largest SME Database","
June29,2023"
35,"Financial journalist laments Nigeria’s indebtedness, challenges reporters","
June29,2023"
35,"Marketing industry pledges support for good governance","
June29,2023"
35,"Firm drives financial inclusion with retail solution","
June29,2023"
35,"Pension registration drops 10% as PenCom go after defaulters","
June29,2023"
35,"CBN limits transactions via  contactless payments to N50,000 per day","
June28,2023"
35,"Ikeja DisCo leads others with N737bn revenue in 8 years","
June28,2023"
35,"Use subsidy savings to lessen suffering, World Bank tells FG","
June28,2023"
35,"Investors gain N421bn as stock market hits  5yrs high","
June28,2023"
35,"Financial Inclusion: UBA pioneers Braille account opening form for visually impaired","
June28,2023"
35,"Subsidy removal, FX unification: World Bank tasks Tinubu to rebuild fiscal space","
June27,2023"
35,"12 stock-broking firms blacklisted, sent out of stock market","
June27,2023"
35,"NSIA awards $225,000 to MoneyAfrica, others for innovation ","
June27,2023"
35,"Nigerian Seafarers push for ban on vessels importation","
June27,2023"
35,"NECA challenges FG on approach to boost forex inflows ","
June27,2023"
35,"Forex challenge driving petrol price towards N581 per litre","
June27,2023"
35,"Customs to dismantle obstacles to trade boss","
June27,2023"
36,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
36,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
36,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
36,"Banks’ credit to govt declines marginally, private sector rises","
June27,2023"
36,"EnterpriseNGR to empower 1000 Nigerian youths","
June27,2023"
36,"Naira begins new week on positive note, exchanges at N768.17","
June26,2023"
36,"CBN and new measures to boost forex supply","
June26,2023"
36,"CBN directs banks to obtain social media handles of customers","
June26,2023"
36,"Subsidy: Lack of license, foreign exchange, others hinder fuel importation","
June26,2023"
36,"Investors take position ahead H1’23 results as stock market gains N110bn","
June26,2023"
36,"Forex scarcity persists as CBN resumes intervention","
June26,2023"
36,"Foreign portfolio investors return, raise stake by 338.7%","
June26,2023"
36,"Marine surveyors lament frequent boat accidents, harp on safety standards","
June26,2023"
36,"MAN TO FG: How Electricity Act 2023 can boost economy","
June25,2023"
36,"MAN TO FG: How Electricity Act 2023 can boost economy","
June25,2023"
36,"Naira depreciates to N765.13/$ in I&E window","
June23,2023"
36,"25m adult women in Nigeria have no formal bank accounts — Study","
June23,2023"
36,"FIRS to end multiple taxation, collect market traders’ VAT","
June23,2023"
36,"Nigeria’s debt-to-GDP ratio to hit 37.1% in 2023 — DMO","
June23,2023"
36,"Energy crisis: Nigeria needs $34.5bn investments to provide electricity access by 2030 —Report","
June23,2023"
36,"Shippers Council launches online registration platform for port service providers","
June23,2023"
36,"NIMASA, Navy to deepen certification of seafarers","
June22,2023"
36,"Water transporters commit to safety in the sector","
June22,2023"
37,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
37,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
37,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
37,"Insurance records mixed performance as assets fall in non-life","
June22,2023"
37," PIA: Oil companies owe communities N800bn — HOSCON","
June22,2023"
37,"Steer clear of more borrowing, DMO cautions FG","
June22,2023"
37,"FG, others share N2.84trn in FAAC","
June21,2023"
37,"Petroleum products, wheat, sugar lead import chart","
June21,2023"
37,"Future of Technology business is data – Idaresit","
June21,2023"
37," NAHCO’s PBT rises 315% to N3.8bn","
June21,2023"
37," VBank, Artsplit partner to introduce art-based loan","
June21,2023"
37,"FCMB offers N100m to SMEs for asset finance   ","
June21,2023"
37,"Value of FGN Bonds down by 93.2% to N183bn","
June21,2023"
37,"Anxiety as ex-depot petrol price rises to N490 per litre","
June21,2023"
37,"60% imports through Lagos ports retained in state — Customs","
June20,2023"
37,"UK adjusts trading rules for Nigeria, 65 others","
June20,2023"
37,"Russia-Africa forum for sustainable urban future kicks off next week","
June20,2023"
37,"Inflation: Govt should cut taxes on basic items — LCCI","
June20,2023"
37,"ICAN urges World Bank to grant loans to Nigeria on AI ranking","
June20,2023"
37,"NASD seeks PenCom’s approval for PFAs  participation ","
June20,2023"
37,"Floating naira’ll unleash foreign investments in Nigeria — Airtel boss","
June19,2023"
37,"Why we are investing in Nigeria’s dairy industry – WAMCO boss","
June19,2023"
37,"FOREX: Allow customers free access to domiciliary account funds, CBN orders banks","
June19,2023"
38,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
38,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
38,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
38,"Economy: Nigerians power generators with cooking gas","
June19,2023"
38,"External reserves shed $438m as Naira appreciates to N663.04/$","
June19,2023"
38,"Manufacturers spend N144.5bn on self-generated power in 1yr","
June19,2023"
38,"Russia-Africa business cooperation gains momentum","
June19,2023"
38,"Stock market soars by 5.5% as forex reforms gets underway","
June19,2023"
38,"We’ve surpassed global financial inclusion benchmarks — Advans","
June18,2023"
38,"Revenue diversification huge challenge to investments in Nigeria – Yemi Cardoso","
June17,2023"
38,"IMF welcomes unified FX rate","
June16,2023"
38,"Inflation hits 18yr high at 22.4%, to surpass 23% this month","
June16,2023"
38,"Lagos ports ferry 90% of Nigeria’s foreign trade in Q1’23","
June16,2023"
38,"Naira exchanges at N702.19 to dollar","
June15,2023"
38,"Energy crisis: Nigeria’s electricity generation drops 37% to 2,649.9MW","
June15,2023"
38,"Nigeria’s inflation climbs to 22.41%","
June15,2023"
38,"Naira float: Nigerian billionaires lose $5.85bn — Bloomberg","
June15,2023"
38,"APM Terminals Apapa paves school playground with recycled tyres","
June15,2023"
38,"Fuel Subsidy: Oil marketers plan petrol import as CBN floats forex","
June15,2023"
38,"Nigerians ship goods to Ghana for certification to enhance export value","
June15,2023"
38,"Naira depreciates to N664.04/$ as CBN lifts restrictions","
June15,2023"
38,"FUEL SUBSIDY: Oil marketers plan petrol import as CBN floats forex","
June15,2023"
38,"Subsidy: Small business owners decry low patronage","
June14,2023"
39,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
39,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
39,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
39,"Nigeria’s oil output rises 15.6% to 1.3 mb/d","
June14,2023"
39,"Revenue from VAT, CIT falls 18% to N1.18trn","
June14,2023"
39,"NPA commissions tug boats, prepares to receive transit cargo at Lekki port","
June14,2023"
39,"FG generates N709bn VAT in Q1’23 – NBS","
June13,2023"
39,"Banks’ fees, commission income rise 17.5% to N365bn","
June13,2023"
39,"Bank unveils first American Express cards in Nigeria","
June13,2023"
39,"NACCIMA elects Dele Oye as new president, other officers","
June13,2023"
39,"Quality, affordability give us edge in the cable market — Coleman","
June13,2023"
39,"NACCIMA tasks OPS on advocacy for ","
June13,2023"
39,"Shareholders want removal of bottlenecks inhibiting manufacturing, foreign investors","
June13,2023"
39,"Economists, former CIBN boss task govt, others over use of data","
June13,2023"
39,"Petrol: Marketers struggle to raise capital for new supplies","
June12,2023"
39,"Election uncertainties trigger rise in consumer loans to N2.45trn","
June12,2023"
39,"Failed transactions: Banks, others trade blame as customers’ agony persists","
June12,2023"
39,"Nigeria Air: Sirika opens up, accuses lawmaker of demanding 5% stake","
June11,2023"
39,"Philanthropy runs in my blood, it’s generational — OILSERV founder, Emeka Okwuosa","
June11,2023"
39,"Advertising: No going back on industry reforms – FG","
June11,2023"
39,"NPA upgrades harbour operations to reduce vessel Turn Around Time","
June09,2023"
39,"Chinese counterpart funding stalls $462m Bonny Deep Seaport project","
June09,2023"
39,"Oil revenue crash pushes FG’s deficit to N513bn in February","
June09,2023"
40,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
40,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
40,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
40,"Micro pension scheme records mixed performance","
June09,2023"
40,"Telecom sector contributes N2.5trn to GDP in Q1’23","
June09,2023"
40,"Net Forex inflows rises 22% to $5.15bn in 2 months","
June09,2023"
40,"NGCC advocates standardised manufacturing sector; holds trade fair","
June09,2023"
40,"Subsidy removal will facilitate economic growth — LCCI","
June09,2023"
40,"NGX, ISSB, FRC partner to drive sustainability disclosures","
June09,2023"
40,"FG ratifies six maritime conventions, protocols","
June08,2023"
40,"JAPA: 52% of Nigerian professionals to relocate abroad – Phillips Consulting","
June08,2023"
40,"Royal Exchange grows GWP to N14bn","
June08,2023"
40,"2023 Budget: Street lights allocation surpasses schools, primary health centres by 4.9%","
June08,2023"
40,"FG, Lagos join forces to drive tax compliance","
June08,2023"
40,"Dockyard railway crossing poses danger to users","
June07,2023"
40,"Center for Marine Surveyors moves to bridge skill gap, graduates 50","
June07,2023"
40,"‘Efficient port system promotes foreign investments’ – Fadipe","
June07,2023"
40,"NIMASA debunks media reports says structure based on merit","
June07,2023"
40,"How extortion is now govt backed in Lagos – Truck owners, drivers","
June07,2023"
40,"19 Nigerian seafarers abandoned, face death on board ‘MT Alexzandra J’","
June07,2023"
40,"$400m war risk premium is biggest fraud – Omatseye","
June07,2023"
40,"Apapa traffic was my greatest challenge – Funmi Olotu","
June07,2023"
40,"Nigeria loses N150bn to gas flaring in 4 months","
June07,2023"
41,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
41,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
41,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
41,"Aig-Imoukhuede Foundation receives merit award","
June07,2023"
41,"REA targets 1.05m people for improved energy access","
June07,2023"
41,"NBS upgrades Nigeria’s tax-to-GDP ratio to  10.86%  — NBS","
June07,2023"
41,"Electricity: Metering created 50,000 jobs for support services personnel, others ","
June07,2023"
41,"Fuel Subsidy removal: Experts identify pensioners, state workers, others as beneficiaries","
June07,2023"
41,"Maritime journalists mourn former Vanguard Staff, Ray Ugochukwu","
June07,2023"
41,"World Bank: Nigeria’s economic growth too slow to reduce poverty","
June07,2023"
41,"APMT receives Shippers Council certificate of registration","
June07,2023"
41,"MSMEs: Thriving under rising cost of doing business in Nigeria","
June06,2023"
41,"Nigerian Breweries to acquire 80% stake in Distell Wines","
June06,2023"
41,"Manufacturing sector contributes 9% to GDP in 5yrs","
June06,2023"
41,"Maritime workers suspend strike for more ","
June06,2023"
41,"Nigeria’s trade balance records slight decline to N927bn","
June06,2023"
41,"Unity Bank grows revenue to N57bn in 2022","
June06,2023"
41,"Comercio Partners counsels FG on fast-tracking economic growth","
June06,2023"
41,"IMG grows assets by 21% to N6.78bn, proposes 40k dividen","
June05,2023"
41,"Investment experts x-ray Tinubu’s economic plans, make recommendations","
June05,2023"
41,"Forex: Turnover in I&E rises 78% to $2.5bn as Naira depreciates marginally","
June05,2023"
41,"Firms to empower students with leadership, STEM skills","
June02,2023"
41,"PPP: Snake Island Port set to attract $1bn investment","
June02,2023"
42,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
42,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
42,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
42,"Inflation: Household consumption expenditure falls 4.07%","
June02,2023"
42,"Fiducia set to catalyse growth in Nigeria’s supply chain finance ecosystem","
June02,2023"
42,"Nigerian-Indonesia trade balance up 81% to $4.7bn","
June02,2023"
42,"CBN denies devaluing Naira to N630/$1","
June01,2023"
42,"Stock market investment sentiment softens to 0.06%","
June01,2023"
42,"Maritime stakeholders differ over removal of fuel subsidy","
June01,2023"
42,"Nigeria’s Tax-To-GDP ratio rises to 11%","
June01,2023"
42,"Insurance industry suffers profit decline amidst rise in revenue","
June01,2023"
42,"Wema Bank raises N21bn capital, assures shareholders on rights issue","
June01,2023"
42,"Nigeria-Indonesia trade balance hits $4.7bn, as experts task manufacturers on tech","
June01,2023"
42,"AFAN to Tinubu: Address farm-herder conflicts to achieve food security","
May31,2023"
42,"Nigeria’s Tax-To-GDP Ratio rises to 11%","
May31,2023"
42,"NNPCL confirms increase in fuel pump price","
May31,2023"
42,"Stock market surges 5.2% on new govt sentiment","
May31,2023"
42,"Russia-Ukraine war impacting Nigeria’s crude gains — 11plc","
May31,2023"
42,"Banks’ borrowings from CBN rise 464%  to N4.95 trillion","
May31,2023"
42,"NACCIMA challenges Tinubu on SMEs, private sector-driven economy","
May31,2023"
42,"Seplat Energy committed to best personnel management","
May30,2023"
42,"Stakeholders back uniform exchange rate policy","
May30,2023"
42,"Multiple duties, forex scarcity, crippling manufacturing — M&B","
May30,2023"
43,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
43,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
43,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
43,"Petrol price jumps to N350/ltr as queues return","
May30,2023"
43,"Power generation falls 1.7% to 3,556mw in 7 years","
May30,2023"
43,"Nigeria’s oil production drops 17.7% to 1.25m bpd — NUPRC","
May30,2023"
43,"NLC faults subsidy removal as MAN, NACCIMA, others hail unified forex","
May30,2023"
43,"FCMB eliminates insufficient airtime constraints for customers","
May29,2023"
43,"Tinubu inherits negative growth, non -performing sectors","
May28,2023"
43,"IMF chief compares U.S. debt fight to Cinderella at midnight","
May27,2023"
43,"80% MSMEs optimistic about business opportunities —SURVEY","
May26,2023"
43,"INTEREST RATES: Manufacturers kick against increases, list challenges","
May26,2023"
43,"VFD Group’s shareholders endorse N32.5bn capital raising, dividend","
May26,2023"
43,"Nigeria’s economy to grow by 4.1% amid crises – AfDB projects","
May25,2023"
43,"UBA ‘ll continue to drive devt, growth, unity in Africa — Elumelu","
May25,2023"
43,"Access Pensions restates commitment to sound customer service","
May25,2023"
43,"Refinery: We’ll ask Dangote to sell forex at good rate — Emefiele","
May25,2023"
43,"Cable manufacturers evolve industry protection model against sub-standards","
May25,2023"
43,"Cash crunch pushes GDP in Q1’23 to lowest in 8 quarters","
May25,2023"
43,"Nigeria’s GDP slows to 2.31% in Q1’23","
May24,2023"
43,"CBN increases interest rate to 18.50%","
May24,2023"
43,"CBN revokes licences of 132 MfBs, others","
May24,2023"
43,"CIS signs MoU on capacity building  with Lagos Business School","
May24,2023"
44,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
44,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
44,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
44,"Nigeria’s energy transition may gulp $410bn ","
May24,2023"
44,"Import bill on manufactured goods falls 18.4% to N2.45trn","
May24,2023"
44,"Standard Chartered wins ‘AI for customer experience’ award","
May24,2023"
44,"Honeywell Group CFO appointed ","
May24,2023"
44,"Naira depreciates further, exchanges N464.42 to dollar","
May23,2023"
44,"NEM Insurance reduces cost as claims rise to 12.3bn","
May23,2023"
44,"Female techpreneurs seek more  participation to drive innovation","
May23,2023"
44,"‘LFZ annual contribution to GDP to rise $12bn by 2032’","
May23,2023"
44,"Economy: Security experts task incoming govt on industrialisation","
May23,2023"
44,"$21bn revenue, 100,000 jobs coming from our refinery — Aliko Dangote","
May23,2023"
44,"Naira Redesign: Massive cash hoarding resumes","
May23,2023"
44,"CIBN revenue rises 16% to N2.06bn in 2022","
May22,2023"
44,"Nigeria’s tottering economy and incoming NACCIMA leadership","
May22,2023"
44,"Infrastructure deficit, insecurity limit maritime contribution to GDP — Sifax boss","
May22,2023"
44,"Manufacturers in dire straits as unsold goods hit N470bn","
May22,2023"
44,"Airtel Africa losses depress stock market despite demand pressure","
May22,2023"
44,"CIBN revenue rises 16% to N2.06bn in 2022","
May20,2023"
44,"NECA, MAN highlight Dangote Refinery’s impact ahead commissioning","
May19,2023"
44,"BOI announces 39.2% growth in assets with N2.38trn valuation, N71.98bn profit","
May19,2023"
44,"Ports congestion looms over suspension of banks’ import duty collection","
May19,2023"
45,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
45,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
45,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
45,"IoD: Nigeria needs good corporate governance culture — Jonathan","
May19,2023"
45,"AFDB approves $15m loan to support infrastructure financing in Nigeria","
May18,2023"
45,"FastCash leverages Artificial intelligence to offer more loans","
May18,2023"
45,"Cost of data must fall to achieve financial inclusive — GTCO boss","
May18,2023"
45,"Manufacturers challenge FG over recession in the sector","
May18,2023"
45,"CRC Credit Bureau unveils ‘Risk Calculator’ to improve financial decisions","
May17,2023"
45,"PPI: Nigeria’s next administration, Siemens to review agreement — Investigation","
May17,2023"
45,"FG incurs N36.8trn deficit in 8yrs under Buhari","
May17,2023"
45,"CBN drives financial inclusion with SabiMONI","
May17,2023"
45,"Tinubu must engage youths in agric, sports – Ajegbomogun","
May17,2023"
45,"NAICOM’s regulatory sandbox guideline will boost innovations- GOXI Microinsurance CEO","
May17,2023"
45,"Nigerian Gas Association inaugurates new executive council","
May16,2023"
45,"Transit Gas Nigeria, NGML provide energy to Ogun State","
May16,2023"
45,"CBN drives Financial Inclusion with SabiMoni","
May15,2023"
45,"Inflation rate rises to 22.2% in April – NBS","
May15,2023"
45,"Forex risk: Insurers transfer over 60% oil & gas businesses abroad","
May15,2023"
45,"Stocks: Bears resurface as investors lose N137bn on profit taking","
May15,2023"
45,"Keystone Bank donates protective garments to AEPB","
May15,2023"
45,"Barite Processing Plant in C’River game changer for mining, oil sectors – Adegbite","
May12,2023"
45,"PIA should be empowered with action to impact on oil, gas industry – Tetracore Energy","
May12,2023"
46,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
46,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
46,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
46,"Angola overtakes Nigeria as top African crude oil producer","
May12,2023"
46,"CBN expands export incentives to boost forex inflows","
May12,2023"
46,"SEC targets 25% of market capitalisation from non-interest venture","
May12,2023"
46,"Seplat expresses commitment to sustainability, declares 15 cents dividend","
May12,2023"
46,"Dangote Refinery makes Nigeria attractive to investors — LCCI","
May11,2023"
46,"Stanbic IBTC Pension attributes GCR Ratings to commitment to excellence","
May11,2023"
46,"NPA, Lekki Port, Niger Republic in talks over transit cargoes","
May11,2023"
46,"Foreign investors scale down holdings in Nigerian stocks by 58%","
May11,2023"
46,"9mobile invests over N70bn on network modernization — CEO","
May10,2023"
46,"Huawei showcases cutting-edge technologies for businesses","
May10,2023"
46,"FG, UNIDO collaborate to end ozone layer depletion","
May10,2023"
46,"Dwindling oil fortunes: Taxation Nigeria’s only hope — CITN","
May10,2023"
46,"RT 200: Export proceeds repatriation rise 40% to $5.6bn — Emefiele ","
May10,2023"
46,"How Nigeria, others can escape global funding squeeze —IMF","
May10,2023"
46,"Why Nigeria shouldn’t be selling crude oil in dollars – Falana","
May09,2023"
46,"Firm seeks public-private partnership on low cost housing solution","
May09,2023"
46,"WAICA: FG decries low insurance penetration in Africa","
May09,2023"
46,"Fuel Subsidy: Experts advocates shift to ","
May09,2023"
46,"CBN bans foreign banks’ rep office from banking business ","
May09,2023"
46,"SEC grants Tro-vest licence to begin fund, portfolio mgt","
May09,2023"
47,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
47,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
47,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
47,"Agric sector growth defies N1.8 trn loan infusions","
May08,2023"
47,"Banking stocks lift NGX index, as investors gain N34bn","
May08,2023"
47,"Agric sector growth defies N1.8 trn loan infusions","
May08,2023"
47,"Data protection: Firm launches privacy academy","
May07,2023"
47,"Truckers lament dominance of multinationals in haulage business","
May05,2023"
47,"Top 10 banks pay N260.3bn as income tax","
May05,2023"
47,"GTCO records 36.5% growth in Q1’23 profit to N74.1bn","
May05,2023"
47,"Forex: Turnover in I&E falls 46% to $1.4bn","
May04,2023"
47,"World Bank board elects Ajay Banga as president","
May04,2023"
47,"Guarantee Trust Holding records N74.1bn profit before tax  ","
May03,2023"
47,"Wema Bank celebrates 78th anniversary, eyes tier-1 status","
May03,2023"
47,"CBN to audit e-payment system, watchlists 572 bank customers","
May03,2023"
47,"2023 fiscal policy measures: New taxes’ll kill industries — MAN","
May03,2023"
47,"HSBC pre-tax profits jump to $12.9bn in first quarter","
May03,2023"
47,"ChatGPT crashes shares of online learning giants","
May02,2023"
47,"e-Naira hits 1.4m transactions","
May02,2023"
47,"SEC commences regulatory incubation for Fintechs","
May02,2023"
47,"Customs agents seek clarifications on new tax on imported vehicles ","
May02,2023"
47,"Manufacturing output falls  9.7% to N6.67trn","
May02,2023"
47,"Seplat Energy drives investment in manpower development","
May01,2023"
48,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
48,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
48,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
48,"Dismantle trade barriers to sustain growth, Dangote urges African countries","
May01,2023"
48,"We’re not phasing out redesigned Naira notes —CBN","
May01,2023"
48,"How World Bank creates debt burden in Nigeria","
May01,2023"
48,"DMO defends $13bn indebtedness to World Bank","
May01,2023"
48,"Analysis as basis for sound investment decision ","
May01,2023"
48,"Bank customers pay N120bn account maintenance fee in 2022","
May01,2023"
48,"Who you are in the Contributory Pension Scheme","
May01,2023"
48,"BoI strengthens positions in Nigeria’sreal sector finance","
May01,2023"
48,"Leveraging social media for business development","
May01,2023"
48,"Expert highlights challenges hindering family businesses ","
May01,2023"
48,"SAHCO, NAHCO, Customs dispute 100% cargo handling increment","
May01,2023"
48,"Trapped funds: Foreign airlines’ airfare in dollars will reduce backlog – Analyst","
May01,2023"
48,"Dangote Sugar declares N18.22bn dividend; targets 170,000 tonnes next season","
May01,2023"
48,"Lafarge excites customers, kicks off ‘Buy & Win’ promo","
May01,2023"
48,"Lagos govt, LCFE sign agreement on Imota Rice","
May01,2023"
48,"We’re not phasing out redesigned Naira notes- CBN","
April30,2023"
48,"Petrol Subsidy Removal: Buhari hands over tough problem to Tinubu","
April30,2023"
48,"I admire Otedola, call him Ote-dollar, Tony Elumelu douses tension on 6.3% share acquisition in Transcorp","
April29,2023"
48,"Tech4Dev’s to train 3,000 in Women Techsters Fellowship 2024","
April28,2023"
48,"Zenith Bank records 41% rise in Gross Earnings to N270bn in Q1’23","
April28,2023"
49,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
49,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
49,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
49,"FUEL SUBSIDY REMOVAL: NACCIMA raises alarm over impact on businesses","
April28,2023"
49,"Banks’ credit to private sector rises by N1.6 trn","
April28,2023"
49,"Stanbic IBTC unveils inter-African trade products","
April28,2023"
49,"Oil prices drop below $80pb as OPEC, others end meeting","
April28,2023"
49,"Currency outside banks rises 66% to N1.4 trn","
April27,2023"
49,"Fidelity Bank doubles profit before tax, records double-digit growth","
April27,2023"
49,"Vanguard/Economic Forum Series: Banking, lifeblood of economic growth, devt – 9mobile MD","
April27,2023"
49,"I look forward to working with Femi Otedola at Transcorp – Tony Elumelu","
April27,2023"
49,"FIRS update on tax implementation negates ease-of-doing-business — OPS","
April27,2023"
49,"Customs agents kick as Lagos govt   slams new charge on imported vehicles","
April27,2023"
49,"Transcorp grows revenue by  21% growth to N134.7bn","
April27,2023"
49,"Nigerians groan as MultiChoice increases DStv, GOtv subscription rates","
April26,2023"
49,"DBN disburses N631b to MSMEs, unfreezes dividend payment","
April26,2023"
49," Electricity: TCN, DisCos trade blames over sector’s poor performance ","
April26,2023"
49,"Nigerian Breweries decries proposed increase in excise duty","
April26,2023"
49,"Cooking gas price rises 22.03%  — NBS","
April26,2023"
49,"How Nigeria can use ‘Japa’ syndrome for economic devt — World Bank ","
April26,2023"
49,"IFC lists Guinness Nigeria top five companies promoting gender equality","
April26,2023"
49,"‘Environment, governance sustainability necessary to tackle climate change’","
April25,2023"
49,"FMDQ: Corporate bonds listing up 51% to N1.50trn","
April25,2023"
50,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
50,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
50,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
50,"CBN defends forex ban on stockfish importation","
April25,2023"
50,"Access Corporation and the mission to redefine Africa’s global image","
April25,2023"
50,"$800m grant: FG should focus on economic development — CITN","
April25,2023"
50,"Airtel chief lists excessive taxation, other challenges of Telcos ","
April24,2023"
50,"Investors lose N305bn as stock market sustains downward trend","
April24,2023"
50,"350,000 Nigerians covered as FCMB ramps up CSR in healthcare","
April24,2023"
50,"Global competitiveness: Over 30 taxes choke industries in Nigeria as FG plans 18 more","
April24,2023"
50,"38 Days To Go: FG enmeshed in N142bn contract row","
April23,2023"
50,"CTN deployment won’t attract extra cost for shippers – Shippers Council","
April22,2023"
50,"Rice processors urge President-elect to tackle smugglers","
April21,2023"
50,"Electricity Act: Experts harp on proper implementation","
April21,2023"
50,"Fish farmers, CBN differ on access to Anchor Borrowers Fund","
April21,2023"
50,"Afriland Properties’ shareholders approve N137.4m dividend payout","
April21,2023"
50,"FOREX RESTRICTION: Fish import from Norway down 5.9% to N3.2bn in 2022","
April20,2023"
50,"Oil & Gas: 70% local participation achievable by 2027 — NCDMB","
April20,2023"
50,"Stock market will sustain upward performance in Q2’23-Comercio Partners","
April20,2023"
50,"Igbo’ll play key role in growth of Pan-African Job Centres – King Charles Lambert","
April19,2023"
50,"Electricity: DISCOs’ revenue falls 25% as unmetered customers increase by 190,000","
April19,2023"
50,"NOVA Merchant Bank grows profits by 107.9% to N3.5bn","
April19,2023"
50,"Mr Eazi’s Zagadat Capital profits from Vydia buyout deal","
April19,2023"
51,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
51,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
51,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
51,"GTCO posts N214.2bn profit, declares N3.10 per share dividend","
April18,2023"
51,"BoI’s total assets hits N2.38trn","
April18,2023"
51,"Rail transport revenue drops 21% to N4.5bn","
April18,2023"
51,"Cash crunch: E-payment transactions rise 298% to N135trn in 3mths","
April18,2023"
51,"AMCON takes over assets of Glano over N2bn debt","
April18,2023"
51,"Energy transition: Nations must chart pathway—OPEC","
April18,2023"
51,"Stock market closes negative, sheds N418bn","
April18,2023"
51,"Nigeria’s inflation rate hits 22.04% in March 2023 — NBS","
April18,2023"
51,"Gas utilisation: NNPC deepens investments in AKK, OB3, others – Kyari","
April17,2023"
51,"Fuel subsidy: IMF reluctant to interfere with Nigeria’s decision","
April17,2023"
51,"CSOs set economic agenda for Tinubu’s govt","
April17,2023"
51,"Investors lose N601bn as sell-off persists in stock market","
April17,2023"
51,"Funding squeeze to undermine devt in Nigeria, others — IMF","
April17,2023"
51,"Fuel subsidy: IMF reluctant to interfere with Nigeria’s decision","
April17,2023"
51,"CSOs set economic agenda for Tinubu’s govt","
April17,2023"
51,"Rising Unemployment: 81,000 pension contributors lose jobs in 2yrs ","
April17,2023"
51,"Stakeholders may force FG to raise subsidy removal funding","
April17,2023"
51,"Borrowing: OPS rejects IMF’s tax increase call","
April17,2023"
