,news,date
805,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
806,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
807,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
808,"Banks’ credit to govt declines marginally, private sector rises","June27,2023"
809,EnterpriseNGR to empower 1000 Nigerian youths,"June27,2023"
810,"Naira begins new week on positive note, exchanges at N768.17","June26,2023"
811,CBN and new measures to boost forex supply,"June26,2023"
812,CBN directs banks to obtain social media handles of customers,"June26,2023"
813,"Subsidy: Lack of license, foreign exchange, others hinder fuel importation","June26,2023"
814,Investors take position ahead H1’23 results as stock market gains N110bn,"June26,2023"
815,Forex scarcity persists as CBN resumes intervention,"June26,2023"
816,"Foreign portfolio investors return, raise stake by 338.7%","June26,2023"
817,"Marine surveyors lament frequent boat accidents, harp on safety standards","June26,2023"
818,MAN TO FG: How Electricity Act 2023 can boost economy,"June25,2023"
819,MAN TO FG: How Electricity Act 2023 can boost economy,"June25,2023"
820,Naira depreciates to N765.13/$ in I&E window,"June23,2023"
821,25m adult women in Nigeria have no formal bank accounts — Study,"June23,2023"
822,"FIRS to end multiple taxation, collect market traders’ VAT","June23,2023"
823,Nigeria’s debt-to-GDP ratio to hit 37.1% in 2023 — DMO,"June23,2023"
824,Energy crisis: Nigeria needs $34.5bn investments to provide electricity access by 2030 —Report,"June23,2023"
825,Shippers Council launches online registration platform for port service providers,"June23,2023"
826,"NIMASA, Navy to deepen certification of seafarers","June22,2023"
827,Water transporters commit to safety in the sector,"June22,2023"
828,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
829,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
830,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
831,Insurance records mixed performance as assets fall in non-life,"June22,2023"
832, PIA: Oil companies owe communities N800bn — HOSCON,"June22,2023"
833,"Steer clear of more borrowing, DMO cautions FG","June22,2023"
834,"FG, others share N2.84trn in FAAC","June21,2023"
835,"Petroleum products, wheat, sugar lead import chart","June21,2023"
836,Future of Technology business is data – Idaresit,"June21,2023"
837, NAHCO’s PBT rises 315% to N3.8bn,"June21,2023"
838," VBank, Artsplit partner to introduce art-based loan","June21,2023"
839,FCMB offers N100m to SMEs for asset finance   ,"June21,2023"
840,Value of FGN Bonds down by 93.2% to N183bn,"June21,2023"
841,Anxiety as ex-depot petrol price rises to N490 per litre,"June21,2023"
842,60% imports through Lagos ports retained in state — Customs,"June20,2023"
843,"UK adjusts trading rules for Nigeria, 65 others","June20,2023"
844,Russia-Africa forum for sustainable urban future kicks off next week,"June20,2023"
845,Inflation: Govt should cut taxes on basic items — LCCI,"June20,2023"
846,ICAN urges World Bank to grant loans to Nigeria on AI ranking,"June20,2023"
847,NASD seeks PenCom’s approval for PFAs  participation ,"June20,2023"
848,Floating naira’ll unleash foreign investments in Nigeria — Airtel boss,"June19,2023"
849,Why we are investing in Nigeria’s dairy industry – WAMCO boss,"June19,2023"
850,"FOREX: Allow customers free access to domiciliary account funds, CBN orders banks","June19,2023"
851,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
852,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
853,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
854,Economy: Nigerians power generators with cooking gas,"June19,2023"
855,External reserves shed $438m as Naira appreciates to N663.04/$,"June19,2023"
856,Manufacturers spend N144.5bn on self-generated power in 1yr,"June19,2023"
857,Russia-Africa business cooperation gains momentum,"June19,2023"
858,Stock market soars by 5.5% as forex reforms gets underway,"June19,2023"
859,We’ve surpassed global financial inclusion benchmarks — Advans,"June18,2023"
860,Revenue diversification huge challenge to investments in Nigeria – Yemi Cardoso,"June17,2023"
861,IMF welcomes unified FX rate,"June16,2023"
862,"Inflation hits 18yr high at 22.4%, to surpass 23% this month","June16,2023"
863,Lagos ports ferry 90% of Nigeria’s foreign trade in Q1’23,"June16,2023"
864,Naira exchanges at N702.19 to dollar,"June15,2023"
865,"Energy crisis: Nigeria’s electricity generation drops 37% to 2,649.9MW","June15,2023"
866,Nigeria’s inflation climbs to 22.41%,"June15,2023"
867,Naira float: Nigerian billionaires lose $5.85bn — Bloomberg,"June15,2023"
868,APM Terminals Apapa paves school playground with recycled tyres,"June15,2023"
869,Fuel Subsidy: Oil marketers plan petrol import as CBN floats forex,"June15,2023"
870,Nigerians ship goods to Ghana for certification to enhance export value,"June15,2023"
871,Naira depreciates to N664.04/$ as CBN lifts restrictions,"June15,2023"
872,FUEL SUBSIDY: Oil marketers plan petrol import as CBN floats forex,"June15,2023"
873,Subsidy: Small business owners decry low patronage,"June14,2023"
874,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
875,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
876,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
877,Nigeria’s oil output rises 15.6% to 1.3 mb/d,"June14,2023"
878,"Revenue from VAT, CIT falls 18% to N1.18trn","June14,2023"
879,"NPA commissions tug boats, prepares to receive transit cargo at Lekki port","June14,2023"
880,FG generates N709bn VAT in Q1’23 – NBS,"June13,2023"
881,"Banks’ fees, commission income rise 17.5% to N365bn","June13,2023"
882,Bank unveils first American Express cards in Nigeria,"June13,2023"
883,"NACCIMA elects Dele Oye as new president, other officers","June13,2023"
884,"Quality, affordability give us edge in the cable market — Coleman","June13,2023"
885,NACCIMA tasks OPS on advocacy for ,"June13,2023"
886,"Shareholders want removal of bottlenecks inhibiting manufacturing, foreign investors","June13,2023"
887,"Economists, former CIBN boss task govt, others over use of data","June13,2023"
888,Petrol: Marketers struggle to raise capital for new supplies,"June12,2023"
889,Election uncertainties trigger rise in consumer loans to N2.45trn,"June12,2023"
890,"Failed transactions: Banks, others trade blame as customers’ agony persists","June12,2023"
891,"Nigeria Air: Sirika opens up, accuses lawmaker of demanding 5% stake","June11,2023"
892,"Philanthropy runs in my blood, it’s generational — OILSERV founder, Emeka Okwuosa","June11,2023"
893,Advertising: No going back on industry reforms – FG,"June11,2023"
894,NPA upgrades harbour operations to reduce vessel Turn Around Time,"June09,2023"
895,Chinese counterpart funding stalls $462m Bonny Deep Seaport project,"June09,2023"
896,Oil revenue crash pushes FG’s deficit to N513bn in February,"June09,2023"
897,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
898,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
899,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
900,Micro pension scheme records mixed performance,"June09,2023"
901,Telecom sector contributes N2.5trn to GDP in Q1’23,"June09,2023"
902,Net Forex inflows rises 22% to $5.15bn in 2 months,"June09,2023"
903,NGCC advocates standardised manufacturing sector; holds trade fair,"June09,2023"
904,Subsidy removal will facilitate economic growth — LCCI,"June09,2023"
905,"NGX, ISSB, FRC partner to drive sustainability disclosures","June09,2023"
906,"FG ratifies six maritime conventions, protocols","June08,2023"
907,JAPA: 52% of Nigerian professionals to relocate abroad – Phillips Consulting,"June08,2023"
908,Royal Exchange grows GWP to N14bn,"June08,2023"
909,"2023 Budget: Street lights allocation surpasses schools, primary health centres by 4.9%","June08,2023"
910,"FG, Lagos join forces to drive tax compliance","June08,2023"
911,Dockyard railway crossing poses danger to users,"June07,2023"
912,"Center for Marine Surveyors moves to bridge skill gap, graduates 50","June07,2023"
913,‘Efficient port system promotes foreign investments’ – Fadipe,"June07,2023"
914,NIMASA debunks media reports says structure based on merit,"June07,2023"
915,"How extortion is now govt backed in Lagos – Truck owners, drivers","June07,2023"
916,"19 Nigerian seafarers abandoned, face death on board ‘MT Alexzandra J’","June07,2023"
917,$400m war risk premium is biggest fraud – Omatseye,"June07,2023"
918,Apapa traffic was my greatest challenge – Funmi Olotu,"June07,2023"
919,Nigeria loses N150bn to gas flaring in 4 months,"June07,2023"
920,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
921,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
922,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
923,Aig-Imoukhuede Foundation receives merit award,"June07,2023"
924,REA targets 1.05m people for improved energy access,"June07,2023"
925,NBS upgrades Nigeria’s tax-to-GDP ratio to  10.86%  — NBS,"June07,2023"
926,"Electricity: Metering created 50,000 jobs for support services personnel, others ","June07,2023"
927,"Fuel Subsidy removal: Experts identify pensioners, state workers, others as beneficiaries","June07,2023"
928,"Maritime journalists mourn former Vanguard Staff, Ray Ugochukwu","June07,2023"
929,World Bank: Nigeria’s economic growth too slow to reduce poverty,"June07,2023"
930,APMT receives Shippers Council certificate of registration,"June07,2023"
931,MSMEs: Thriving under rising cost of doing business in Nigeria,"June06,2023"
932,Nigerian Breweries to acquire 80% stake in Distell Wines,"June06,2023"
933,Manufacturing sector contributes 9% to GDP in 5yrs,"June06,2023"
934,Maritime workers suspend strike for more ,"June06,2023"
935,Nigeria’s trade balance records slight decline to N927bn,"June06,2023"
936,Unity Bank grows revenue to N57bn in 2022,"June06,2023"
937,Comercio Partners counsels FG on fast-tracking economic growth,"June06,2023"
938,"IMG grows assets by 21% to N6.78bn, proposes 40k dividen","June05,2023"
939,"Investment experts x-ray Tinubu’s economic plans, make recommendations","June05,2023"
940,Forex: Turnover in I&E rises 78% to $2.5bn as Naira depreciates marginally,"June05,2023"
941,"Firms to empower students with leadership, STEM skills","June02,2023"
942,PPP: Snake Island Port set to attract $1bn investment,"June02,2023"
943,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
944,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
945,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
946,Inflation: Household consumption expenditure falls 4.07%,"June02,2023"
947,Fiducia set to catalyse growth in Nigeria’s supply chain finance ecosystem,"June02,2023"
948,Nigerian-Indonesia trade balance up 81% to $4.7bn,"June02,2023"
949,CBN denies devaluing Naira to N630/$1,"June01,2023"
950,Stock market investment sentiment softens to 0.06%,"June01,2023"
951,Maritime stakeholders differ over removal of fuel subsidy,"June01,2023"
952,Nigeria’s Tax-To-GDP ratio rises to 11%,"June01,2023"
953,Insurance industry suffers profit decline amidst rise in revenue,"June01,2023"
954,"Wema Bank raises N21bn capital, assures shareholders on rights issue","June01,2023"
955,"Nigeria-Indonesia trade balance hits $4.7bn, as experts task manufacturers on tech","June01,2023"
956,AFAN to Tinubu: Address farm-herder conflicts to achieve food security,"May31,2023"
957,Nigeria’s Tax-To-GDP Ratio rises to 11%,"May31,2023"
958,NNPCL confirms increase in fuel pump price,"May31,2023"
959,Stock market surges 5.2% on new govt sentiment,"May31,2023"
960,Russia-Ukraine war impacting Nigeria’s crude gains — 11plc,"May31,2023"
961,Banks’ borrowings from CBN rise 464%  to N4.95 trillion,"May31,2023"
962,"NACCIMA challenges Tinubu on SMEs, private sector-driven economy","May31,2023"
963,Seplat Energy committed to best personnel management,"May30,2023"
964,Stakeholders back uniform exchange rate policy,"May30,2023"
965,"Multiple duties, forex scarcity, crippling manufacturing — M&B","May30,2023"
966,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
967,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
968,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
969,Petrol price jumps to N350/ltr as queues return,"May30,2023"
970,"Power generation falls 1.7% to 3,556mw in 7 years","May30,2023"
971,Nigeria’s oil production drops 17.7% to 1.25m bpd — NUPRC,"May30,2023"
972,"NLC faults subsidy removal as MAN, NACCIMA, others hail unified forex","May30,2023"
973,FCMB eliminates insufficient airtime constraints for customers,"May29,2023"
974,"Tinubu inherits negative growth, non -performing sectors","May28,2023"
975,IMF chief compares U.S. debt fight to Cinderella at midnight,"May27,2023"
976,80% MSMEs optimistic about business opportunities —SURVEY,"May26,2023"
977,"INTEREST RATES: Manufacturers kick against increases, list challenges","May26,2023"
978,"VFD Group’s shareholders endorse N32.5bn capital raising, dividend","May26,2023"
979,Nigeria’s economy to grow by 4.1% amid crises – AfDB projects,"May25,2023"
980,"UBA ‘ll continue to drive devt, growth, unity in Africa — Elumelu","May25,2023"
981,Access Pensions restates commitment to sound customer service,"May25,2023"
982,Refinery: We’ll ask Dangote to sell forex at good rate — Emefiele,"May25,2023"
983,Cable manufacturers evolve industry protection model against sub-standards,"May25,2023"
984,Cash crunch pushes GDP in Q1’23 to lowest in 8 quarters,"May25,2023"
985,Nigeria’s GDP slows to 2.31% in Q1’23,"May24,2023"
986,CBN increases interest rate to 18.50%,"May24,2023"
987,"CBN revokes licences of 132 MfBs, others","May24,2023"
988,CIS signs MoU on capacity building  with Lagos Business School,"May24,2023"
989,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
990,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
991,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
992,Nigeria’s energy transition may gulp $410bn ,"May24,2023"
993,Import bill on manufactured goods falls 18.4% to N2.45trn,"May24,2023"
994,Standard Chartered wins ‘AI for customer experience’ award,"May24,2023"
995,Honeywell Group CFO appointed ,"May24,2023"
996,"Naira depreciates further, exchanges N464.42 to dollar","May23,2023"
997,NEM Insurance reduces cost as claims rise to 12.3bn,"May23,2023"
998,Female techpreneurs seek more  participation to drive innovation,"May23,2023"
999,‘LFZ annual contribution to GDP to rise $12bn by 2032’,"May23,2023"
1000,Economy: Security experts task incoming govt on industrialisation,"May23,2023"
1001,"$21bn revenue, 100,000 jobs coming from our refinery — Aliko Dangote","May23,2023"
1002,Naira Redesign: Massive cash hoarding resumes,"May23,2023"
1003,CIBN revenue rises 16% to N2.06bn in 2022,"May22,2023"
1004,Nigeria’s tottering economy and incoming NACCIMA leadership,"May22,2023"
1005,"Infrastructure deficit, insecurity limit maritime contribution to GDP — Sifax boss","May22,2023"
1006,Manufacturers in dire straits as unsold goods hit N470bn,"May22,2023"
1007,Airtel Africa losses depress stock market despite demand pressure,"May22,2023"
1008,CIBN revenue rises 16% to N2.06bn in 2022,"May20,2023"
1009,"NECA, MAN highlight Dangote Refinery’s impact ahead commissioning","May19,2023"
1010,"BOI announces 39.2% growth in assets with N2.38trn valuation, N71.98bn profit","May19,2023"
1011,Ports congestion looms over suspension of banks’ import duty collection,"May19,2023"
1012,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1013,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1014,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1015,IoD: Nigeria needs good corporate governance culture — Jonathan,"May19,2023"
1016,AFDB approves $15m loan to support infrastructure financing in Nigeria,"May18,2023"
1017,FastCash leverages Artificial intelligence to offer more loans,"May18,2023"
1018,Cost of data must fall to achieve financial inclusive — GTCO boss,"May18,2023"
1019,Manufacturers challenge FG over recession in the sector,"May18,2023"
1020,CRC Credit Bureau unveils ‘Risk Calculator’ to improve financial decisions,"May17,2023"
1021,"PPI: Nigeria’s next administration, Siemens to review agreement — Investigation","May17,2023"
1022,FG incurs N36.8trn deficit in 8yrs under Buhari,"May17,2023"
1023,CBN drives financial inclusion with SabiMONI,"May17,2023"
1024,"Tinubu must engage youths in agric, sports – Ajegbomogun","May17,2023"
1025,NAICOM’s regulatory sandbox guideline will boost innovations- GOXI Microinsurance CEO,"May17,2023"
1026,Nigerian Gas Association inaugurates new executive council,"May16,2023"
1027,"Transit Gas Nigeria, NGML provide energy to Ogun State","May16,2023"
1028,CBN drives Financial Inclusion with SabiMoni,"May15,2023"
1029,Inflation rate rises to 22.2% in April – NBS,"May15,2023"
1030,Forex risk: Insurers transfer over 60% oil & gas businesses abroad,"May15,2023"
1031,Stocks: Bears resurface as investors lose N137bn on profit taking,"May15,2023"
1032,Keystone Bank donates protective garments to AEPB,"May15,2023"
1033,"Barite Processing Plant in C’River game changer for mining, oil sectors – Adegbite","May12,2023"
1034,"PIA should be empowered with action to impact on oil, gas industry – Tetracore Energy","May12,2023"
1035,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1036,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1037,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1038,Angola overtakes Nigeria as top African crude oil producer,"May12,2023"
1039,CBN expands export incentives to boost forex inflows,"May12,2023"
1040,SEC targets 25% of market capitalisation from non-interest venture,"May12,2023"
1041,"Seplat expresses commitment to sustainability, declares 15 cents dividend","May12,2023"
1042,Dangote Refinery makes Nigeria attractive to investors — LCCI,"May11,2023"
1043,Stanbic IBTC Pension attributes GCR Ratings to commitment to excellence,"May11,2023"
1044,"NPA, Lekki Port, Niger Republic in talks over transit cargoes","May11,2023"
1045,Foreign investors scale down holdings in Nigerian stocks by 58%,"May11,2023"
1046,9mobile invests over N70bn on network modernization — CEO,"May10,2023"
1047,Huawei showcases cutting-edge technologies for businesses,"May10,2023"
1048,"FG, UNIDO collaborate to end ozone layer depletion","May10,2023"
1049,Dwindling oil fortunes: Taxation Nigeria’s only hope — CITN,"May10,2023"
1050,RT 200: Export proceeds repatriation rise 40% to $5.6bn — Emefiele ,"May10,2023"
1051,"How Nigeria, others can escape global funding squeeze —IMF","May10,2023"
1052,Why Nigeria shouldn’t be selling crude oil in dollars – Falana,"May09,2023"
1053,Firm seeks public-private partnership on low cost housing solution,"May09,2023"
1054,WAICA: FG decries low insurance penetration in Africa,"May09,2023"
1055,Fuel Subsidy: Experts advocates shift to ,"May09,2023"
1056,CBN bans foreign banks’ rep office from banking business ,"May09,2023"
1057,"SEC grants Tro-vest licence to begin fund, portfolio mgt","May09,2023"
1058,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1059,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1060,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1061,Agric sector growth defies N1.8 trn loan infusions,"May08,2023"
1062,"Banking stocks lift NGX index, as investors gain N34bn","May08,2023"
1063,Agric sector growth defies N1.8 trn loan infusions,"May08,2023"
1064,Data protection: Firm launches privacy academy,"May07,2023"
1065,Truckers lament dominance of multinationals in haulage business,"May05,2023"
1066,Top 10 banks pay N260.3bn as income tax,"May05,2023"
1067,GTCO records 36.5% growth in Q1’23 profit to N74.1bn,"May05,2023"
1068,Forex: Turnover in I&E falls 46% to $1.4bn,"May04,2023"
1069,World Bank board elects Ajay Banga as president,"May04,2023"
1070,Guarantee Trust Holding records N74.1bn profit before tax  ,"May03,2023"
1071,"Wema Bank celebrates 78th anniversary, eyes tier-1 status","May03,2023"
1072,"CBN to audit e-payment system, watchlists 572 bank customers","May03,2023"
1073,2023 fiscal policy measures: New taxes’ll kill industries — MAN,"May03,2023"
1074,HSBC pre-tax profits jump to $12.9bn in first quarter,"May03,2023"
1075,ChatGPT crashes shares of online learning giants,"May02,2023"
1076,e-Naira hits 1.4m transactions,"May02,2023"
1077,SEC commences regulatory incubation for Fintechs,"May02,2023"
1078,Customs agents seek clarifications on new tax on imported vehicles ,"May02,2023"
1079,Manufacturing output falls  9.7% to N6.67trn,"May02,2023"
1080,Seplat Energy drives investment in manpower development,"May01,2023"
1081,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1082,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1083,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1084,"Dismantle trade barriers to sustain growth, Dangote urges African countries","May01,2023"
1085,We’re not phasing out redesigned Naira notes —CBN,"May01,2023"
1086,How World Bank creates debt burden in Nigeria,"May01,2023"
1087,DMO defends $13bn indebtedness to World Bank,"May01,2023"
1088,Analysis as basis for sound investment decision ,"May01,2023"
1089,Bank customers pay N120bn account maintenance fee in 2022,"May01,2023"
1090,Who you are in the Contributory Pension Scheme,"May01,2023"
1091,BoI strengthens positions in Nigeria’sreal sector finance,"May01,2023"
1092,Leveraging social media for business development,"May01,2023"
1093,Expert highlights challenges hindering family businesses ,"May01,2023"
1094,"SAHCO, NAHCO, Customs dispute 100% cargo handling increment","May01,2023"
1095,Trapped funds: Foreign airlines’ airfare in dollars will reduce backlog – Analyst,"May01,2023"
1096,"Dangote Sugar declares N18.22bn dividend; targets 170,000 tonnes next season","May01,2023"
1097,"Lafarge excites customers, kicks off ‘Buy & Win’ promo","May01,2023"
1098,"Lagos govt, LCFE sign agreement on Imota Rice","May01,2023"
1099,We’re not phasing out redesigned Naira notes- CBN,"April30,2023"
1100,Petrol Subsidy Removal: Buhari hands over tough problem to Tinubu,"April30,2023"
1101,"I admire Otedola, call him Ote-dollar, Tony Elumelu douses tension on 6.3% share acquisition in Transcorp","April29,2023"
1102,"Tech4Dev’s to train 3,000 in Women Techsters Fellowship 2024","April28,2023"
1103,Zenith Bank records 41% rise in Gross Earnings to N270bn in Q1’23,"April28,2023"
1104,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1105,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1106,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1107,FUEL SUBSIDY REMOVAL: NACCIMA raises alarm over impact on businesses,"April28,2023"
1108,Banks’ credit to private sector rises by N1.6 trn,"April28,2023"
1109,Stanbic IBTC unveils inter-African trade products,"April28,2023"
1110,"Oil prices drop below $80pb as OPEC, others end meeting","April28,2023"
1111,Currency outside banks rises 66% to N1.4 trn,"April27,2023"
1112,"Fidelity Bank doubles profit before tax, records double-digit growth","April27,2023"
1113,"Vanguard/Economic Forum Series: Banking, lifeblood of economic growth, devt – 9mobile MD","April27,2023"
1114,I look forward to working with Femi Otedola at Transcorp – Tony Elumelu,"April27,2023"
1115,FIRS update on tax implementation negates ease-of-doing-business — OPS,"April27,2023"
1116,Customs agents kick as Lagos govt   slams new charge on imported vehicles,"April27,2023"
1117,Transcorp grows revenue by  21% growth to N134.7bn,"April27,2023"
1118,"Nigerians groan as MultiChoice increases DStv, GOtv subscription rates","April26,2023"
1119,"DBN disburses N631b to MSMEs, unfreezes dividend payment","April26,2023"
1120," Electricity: TCN, DisCos trade blames over sector’s poor performance ","April26,2023"
1121,Nigerian Breweries decries proposed increase in excise duty,"April26,2023"
1122,Cooking gas price rises 22.03%  — NBS,"April26,2023"
1123,How Nigeria can use ‘Japa’ syndrome for economic devt — World Bank ,"April26,2023"
1124,IFC lists Guinness Nigeria top five companies promoting gender equality,"April26,2023"
1125,"‘Environment, governance sustainability necessary to tackle climate change’","April25,2023"
1126,FMDQ: Corporate bonds listing up 51% to N1.50trn,"April25,2023"
1127,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1128,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1129,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1130,CBN defends forex ban on stockfish importation,"April25,2023"
1131,Access Corporation and the mission to redefine Africa’s global image,"April25,2023"
1132,$800m grant: FG should focus on economic development — CITN,"April25,2023"
1133,"Airtel chief lists excessive taxation, other challenges of Telcos ","April24,2023"
1134,Investors lose N305bn as stock market sustains downward trend,"April24,2023"
1135,"350,000 Nigerians covered as FCMB ramps up CSR in healthcare","April24,2023"
1136,Global competitiveness: Over 30 taxes choke industries in Nigeria as FG plans 18 more,"April24,2023"
1137,38 Days To Go: FG enmeshed in N142bn contract row,"April23,2023"
1138,CTN deployment won’t attract extra cost for shippers – Shippers Council,"April22,2023"
1139,Rice processors urge President-elect to tackle smugglers,"April21,2023"
1140,Electricity Act: Experts harp on proper implementation,"April21,2023"
1141,"Fish farmers, CBN differ on access to Anchor Borrowers Fund","April21,2023"
1142,Afriland Properties’ shareholders approve N137.4m dividend payout,"April21,2023"
1143,FOREX RESTRICTION: Fish import from Norway down 5.9% to N3.2bn in 2022,"April20,2023"
1144,Oil & Gas: 70% local participation achievable by 2027 — NCDMB,"April20,2023"
1145,Stock market will sustain upward performance in Q2’23-Comercio Partners,"April20,2023"
1146,Igbo’ll play key role in growth of Pan-African Job Centres – King Charles Lambert,"April19,2023"
1147,"Electricity: DISCOs’ revenue falls 25% as unmetered customers increase by 190,000","April19,2023"
1148,NOVA Merchant Bank grows profits by 107.9% to N3.5bn,"April19,2023"
1149,Mr Eazi’s Zagadat Capital profits from Vydia buyout deal,"April19,2023"
1150,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1151,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1152,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1153,"GTCO posts N214.2bn profit, declares N3.10 per share dividend","April18,2023"
1154,BoI’s total assets hits N2.38trn,"April18,2023"
1155,Rail transport revenue drops 21% to N4.5bn,"April18,2023"
1156,Cash crunch: E-payment transactions rise 298% to N135trn in 3mths,"April18,2023"
1157,AMCON takes over assets of Glano over N2bn debt,"April18,2023"
1158,Energy transition: Nations must chart pathway—OPEC,"April18,2023"
1159,"Stock market closes negative, sheds N418bn","April18,2023"
1160,Nigeria’s inflation rate hits 22.04% in March 2023 — NBS,"April18,2023"
1161,"Gas utilisation: NNPC deepens investments in AKK, OB3, others – Kyari","April17,2023"
1162,Fuel subsidy: IMF reluctant to interfere with Nigeria’s decision,"April17,2023"
1163,CSOs set economic agenda for Tinubu’s govt,"April17,2023"
1164,Investors lose N601bn as sell-off persists in stock market,"April17,2023"
1165,"Funding squeeze to undermine devt in Nigeria, others — IMF","April17,2023"
1166,Fuel subsidy: IMF reluctant to interfere with Nigeria’s decision,"April17,2023"
1167,CSOs set economic agenda for Tinubu’s govt,"April17,2023"
1168,"Rising Unemployment: 81,000 pension contributors lose jobs in 2yrs ","April17,2023"
1169,Stakeholders may force FG to raise subsidy removal funding,"April17,2023"
1170,Borrowing: OPS rejects IMF’s tax increase call,"April17,2023"
1171,Stakeholders may compel FG to raise subsidy removal funding,"April16,2023"
1172,Nigeria’s inflation rises to 22.04% in March,"April15,2023"
1173,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1174,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1175,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1176,"13% Derivation: S-South lawmakers, gullible, powerless before govs","April15,2023"
1177,Why we’re happy with IMF growth forecast for Nigeria – Emefiele,"April14,2023"
1178,Dormant accounts: CBN slams N2m fine on erring banks,"April14,2023"
1179,Dormant accounts: CBN slams N2m fine on erring banks,"April14,2023"
1180,"World Bank lists challenges for incoming FG, drops growth rate forecast","April13,2023"
1181,Customs Marine Command seizes N110m contraband items,"April13,2023"
1182,"CPPE advocates more budgetary allocations to insurance, pension sectors","April13,2023"
1183,Budget deficit: DMO to sell N360bn FGN bonds,"April13,2023"
1184,"Nigeria, others in G-24 call for reforms in World Bank supports systems","April13,2023"
1185,"IMF explains debt crises in Nigeria, other low-income countries, makes recommendations","April12,2023"
1186,"Why debt burden will worsen for Nigeria, other low income countries — IMF","April12,2023"
1187,Prolonged border closure hurting revenue generation at Seme border — Customs,"April12,2023"
1188,"Oil market: Nigeria, Russia account for 440,000 bpd drop in output — Report","April12,2023"
1189,IMF warns global inflation could stay high until 2025,"April11,2023"
1190,IMF sees a decline in Nigeria’s economy in 2024 to 3%  ,"April11,2023"
1191,Insurance operators to advertise unclaimed claims,"April11,2023"
1192,Shareholders fault virtual meetings provision in Business Facilitation Act,"April11,2023"
1193,Motorcycle importation falls 42% to N212.64bn ,"April11,2023"
1194,"FIRS, Customs collect N12.7trn revenue in 2022","April11,2023"
1195,FG’s initiatives on non-oil exports failing,"April10,2023"
1196,CBN’s lending to banks rises 466 % to N268bn,"November06,2023"
1197,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","November06,2023"
1198,"How small businesses can adopt modern strategies, survive Nigerian market","November06,2023"
1199,Nigeria’s oil production drops 2% to 1.517million bpd,"April10,2023"
